the_geom,Loc,OBJECTID,Borough,Street_Nam,From_Stree,To_Street,Index,May07_D,May07_AM,May07_PM,May07_D2,May07_MD,Sept07_D,Sept07_AM,Sept07_PM,Sept07_D2,Sept07_MD,May08_D,May08_AM,May08_PM,May08_D2,May08_MD,Sept08_D,Sept08_AM,Sept08_PM,Sept08_D2,Sept08_MD,May09_D,May09_AM,May09_PM,May09_D2,May09_MD,Sept09_D,Sept09_AM,Sept09_PM,Sept09_D2,Sept09_MD,May10_D,May10_AM,May10_PM,May10_D2,May10_MD,Sept10_D,Sept10_AM,Sept10_PM,Sept10_D2,Sept10_MD,May11_D,May11_AM,May11_PM,May11_D2,May11_MD,Sept11_D,Sept11_AM,Sept11_PM,Sept11_D2,Sept11_MD,May12_D,May12_AM,May12_PM,May12_D2,May12_MD,Sept12_D,Sept12_AM,Sept12_PM,Sept12_D2,Sept12_MD,May13_D,May13_AM,May13_PM,May13_D2,May13_MD,Sept13_D,Sept13_AM,Sept13_PM,Sept13_D2,Sept13_MD,May14_D,May14_AM,May14_PM,May14_D2,May14_MD,Sept14_D,Sept14_AM,Sept14_PM,Sept14_D2,Sept14_MD,May15_D,May15_AM,May15_PM,May15_D2,May15_MD,Sept15_D,Sept15_AM,Sept15_PM,Sept15_D2,Sept15_MD,May16_D,May16_AM,May16_PM,May16_D2,May16_MD,Sept16_D,Sept16_AM,Sept16_PM,Sept16_D2,Sept16_MD,May17_D,May17_AM,May17_PM,May17_D3,May17_MD,Sept17_D,Sept17_AM,Sept17_PM,Sept17_D2,Sept17_MD
POINT (-73.98019868261785 40.760211784509316),66,66,Manhattan,Sixth Avenue,50th Street,51st Street,N,5/15/2007,8288,17222,5/12/2007,7527,9/27/2007,9097,20504,10/6/2007,14386,5/1/2008,8627,23153,5/3/2008,7523,9/11/2008,7647,23605,9/13/2008,7729,6/2/2009,4880,14500,5/30/2009,5385,9/22/2009,8591,25013,10/10/2009,8340,5/5/2010,7753,22076,5/8/2010,7042,9/22/2010,7565,23463,9/25/2010,6787,5/5/2011,7109,17964,5/7/2011,6532,9/15/2011,6353,16219,9/24/2011,6910,5/30/2012,5885,11446,6/2/2012,4718,9/13/2012,"6,755","18,750",9/22/2012,"5,962",5/14/2013,"7,344","21,852",5/18/2013,"9,578",10/2/2013,"8,653","20,989",10/5/2013,"8,928",5/15/2014,"6,754","20,361",5/17/2014,"8,167",9/4/2014,"7,757","18,925",9/27/2014,"5,550",5/28/2015,"8,382","19,830",5/9/2015,"7,573",9/16/2015,7899,22568,9/26/2015,6896,05/19/16,"8,539","20,057",05/21/16,"8,095",09/22/16,"8,451","20,123",10/01/16,"8,578",05/03/17,"9,078","21,417",05/20/17,"7,852",09/13/17,"7,749","17,784",09/16/17,"7,483"
POINT (-73.98303507483828 40.761406118876614),67,67,Manhattan,Seventh Avenue,50th Street,51st Street,N,5/15/2007,4490,9683,5/12/2007,9375,9/27/2007,4952,13179,10/6/2007,6120,5/1/2008,6100,18254,5/3/2008,7303,9/11/2008,6446,20666,9/13/2008,9077,5/26/2009,4052,11765,5/30/2009,5383,9/23/2009,5238,21134,10/10/2009,8703,5/5/2010,4683,18116,5/8/2010,5245,9/22/2010,4730,18128,9/25/2010,4951,5/4/2011,3580,12448,5/14/2011,4956,9/15/2011,5207,11867,9/24/2011,6135,5/30/2012,4125,8700,6/2/2012,6298,9/13/2012,"5,521","15,077",9/22/2012,"6,800",5/2/2013,"5,266","14,066",5/4/2013,"6,575",10/1/2013,"4,947","12,929",9/28/2013,"5,974",5/15/2014,"4,404","13,341",5/17/2014,"8,216",9/17/2014,"4,307","13,090",9/6/2014,"6,401",5/28/2015,"4,661","14,752",5/9/2015,"7,617",9/16/2015,6388,13831,9/26/2015,6692,05/19/16,"5,324","14,088",05/21/16,"6,798",09/22/16,"5,972","14,583",10/01/16,"7,043",05/03/17,"6,066","12,107",06/03/17,"5,963",09/13/17,"5,100","13,429",09/16/17,"6,408"
POINT (-73.98383919698608 40.76174395517824),68,68,Manhattan,Broadway,50th Street,51st Street,Y,5/15/2007,3651,11214,5/12/2007,9134,9/27/2007,4158,12401,10/6/2007,9352,5/1/2008,2973,11426,5/3/2008,7308,9/11/2008,4316,14026,9/13/2008,8443,5/26/2009,3151,8475,5/30/2009,6386,9/23/2009,3934,11771,10/10/2009,8480,5/5/2010,3893,12065,5/8/2010,5874,9/22/2010,4222,13896,9/25/2010,6784,5/5/2011,3883,13185,5/14/2011,5734,9/15/2011,3680,11856,9/24/2011,5699,5/30/2012,3337,9640,6/2/2012,7974,9/13/2012,"5,221","13,664",9/22/2012,"7,514",5/2/2013,"3,744","13,639",5/4/2013,"9,366",10/1/2013,"3,841","13,493",9/28/2013,"7,740",5/14/2014,"3,763","16,899",5/17/2014,"7,208",9/9/2014,"3,693","9,794",9/6/2014,"6,292",5/6/2015,"3,711","15,263",5/30/2015,"7,523",9/9/2015,5050,13880,9/26/2015,7486,05/19/16,"4,761","16,986",05/21/16,"7,928",09/22/16,"5,458","15,559",10/01/16,"7,641",05/11/17,"4,902","16,330",06/03/17,"6,214",09/13/17,"6,000","17,338",09/16/17,"9,274"
POINT (-73.98589867014988 40.76257065006472),69,69,Manhattan,Eighth Avenue,50th Street,51st Street,N,5/15/2007,2817,7362,5/12/2007,5118,9/27/2007,3971,8561,10/6/2007,5391,5/1/2008,3752,10656,5/3/2008,5858,9/11/2008,4184,12792,9/13/2008,7798,5/26/2009,3054,9975,5/30/2009,4793,9/23/2009,3549,12643,10/10/2009,4837,5/5/2010,3513,10332,5/8/2010,4192,9/22/2010,3616,11171,9/25/2010,4140,5/25/2011,3465,11368,5/7/2011,4276,9/15/2011,3626,9549,9/24/2011,5309,5/30/2012,3403,7429,6/2/2012,5619,9/11/2012,"3,834","9,893",9/15/2012,"5,097",5/2/2013,"3,858","12,261",5/4/2013,"6,363",10/1/2013,"4,311","12,194",9/28/2013,"6,721",5/14/2014,"4,178","15,305",5/17/2014,"8,567",9/18/2014,"3,459","12,050",10/11/2014,"5,719",5/6/2015,"3,675","12,228",5/30/2015,"8,666",9/24/2015,4543,13075,9/26/2015,4924,05/25/16,"4,446","16,529",05/21/16,"7,359",09/22/16,"4,669","16,089",10/01/16,"6,486",05/10/17,"4,816","16,366",05/20/17,"7,899",09/13/17,"4,829","12,806",09/16/17,"4,777"
POINT (-73.99694382805035 40.767312432519255),70,70,Manhattan,Hudson River Greenway,50th Street,51st Street,N,5/15/2007,190,382,5/12/2007,310,9/27/2007,129,342,10/6/2007,363,5/1/2008,90,103,5/3/2008,186,9/11/2008,194,234,9/13/2008,216,5/26/2009,27,192,5/30/2009,64,9/23/2009,190,269,10/10/2009,436,5/5/2010,280,453,5/8/2010,201,9/22/2010,273,313,9/25/2010,469,5/11/2011,307,563,5/21/2011,487,9/15/2011,233,141,9/24/2011,1515,5/2/2012,255,118,5/5/2012,1948,9/11/2012,363,494,9/15/2012,832,5/2/2013,291,760,5/4/2013,"2,519",10/1/2013,362,639,9/28/2013,"1,043",5/8/2014,211,528,5/10/2014,985,9/17/2014,507,593,9/27/2014,"1,051",5/6/2015,241,620,5/9/2015,631,9/16/2015,281,694,9/26/2015,733,05/25/16,244,619,05/21/16,625,09/22/16,339,553,09/24/16,483,05/09/17,255,537,05/20/17,584,09/12/17,268,649,10/14/17,950
POINT (-73.79555468117455 40.70653426935822),71,71,Queens,165th Street,89th Avenue,Jamaica Avenue,N,5/17/2007,824,3972,5/12/2007,2800,9/26/2007,717,4789,10/6/2007,3429,4/29/2008,710,4372,5/10/2008,2787,9/11/2008,882,3550,9/6/2008,2237,5/7/2009,804,4812,5/30/2009,3254,9/15/2009,727,5177,10/10/2009,3428,5/12/2010,757,2814,5/22/2010,3621,10/7/2010,970,7848,9/25/2010,3875,5/12/2011,979,6751,5/7/2011,3698,9/22/2011,992,5450,9/24/2011,4133,5/10/2012,750,2898,5/12/2012,4713,9/11/2012,828,"5,531",10/20/2012,"3,311",5/16/2013,895,"5,050",5/18/2013,"4,363",9/25/2013,979,"4,207",9/21/2013,"3,073",5/22/2014,763,"4,317",5/3/2014,"3,923",10/2/2014,848,"4,106",9/20/2014,"2,048",5/12/2015,721,"3,827",5/16/2015,"2,517",9/9/2015,987,4981,9/26/2015,3101,05/11/16,965,"3,676",05/07/16,"3,653",09/22/16,"1,071","3,859",09/24/16,"3,809",05/10/17,782,"5,360",06/03/17,"3,509",09/06/17,"1,165","4,684",09/16/17,"4,333"
POINT (-73.89225364571111 40.748911553014814),72,72,Queens,37th Avenue,73rd Street,74th Street,Y,5/17/2007,1002,4106,5/19/2007,3142,9/26/2007,1159,4398,10/6/2007,3500,5/1/2008,1058,4594,5/3/2008,3367,9/18/2008,1592,5184,9/20/2008,3561,5/7/2009,1236,4575,5/30/2009,2782,9/15/2009,988,3551,9/26/2009,2574,5/4/2010,1113,4116,5/1/2010,2710,9/22/2010,1361,4279,10/2/2010,3412,5/19/2011,1406,5929,5/7/2011,3648,9/14/2011,1410,5977,10/1/2011,2618,5/17/2012,1244,3408,5/5/2012,3457,10/17/2012,918,"4,761",9/22/2012,"3,605",5/2/2013,"1,210","3,556",5/18/2013,"3,188",10/8/2013,"1,349","5,683",10/12/2013,"3,742",5/14/2014,"1,347","4,926",5/17/2014,"2,877",9/11/2014,"1,720","5,356",9/27/2014,"2,660",5/6/2015,"1,215","4,757",5/9/2015,"2,564",9/10/2015,1193,5667,9/26/2015,2780,05/10/16,"1,258","5,240",05/21/16,"2,319",09/22/16,"1,332","4,646",09/17/16,"2,305",05/10/17,"1,256","4,618",06/03/17,"2,495",09/13/17,"1,378","4,375",09/09/17,"2,787"
POINT (-73.88412639509386 40.74873155074406),73,73,Queens,82nd Street,37th Avenue,Roosevelt Avenue,Y,5/9/2007,1739,4753,5/12/2007,3114,9/26/2007,2933,8401,10/6/2007,6054,5/1/2008,2299,6851,5/3/2008,2650,9/18/2008,2130,3541,9/20/2008,5198,5/7/2009,2733,10839,5/30/2009,6515,9/15/2009,2545,7483,9/26/2009,4969,5/4/2010,2850,10144,5/1/2010,7431,9/22/2010,3949,14738,10/2/2010,7602,5/11/2011,2506,10249,5/7/2011,5125,9/20/2011,2649,9941,9/24/2011,5022,5/16/2012,2088,2972,5/19/2012,5854,9/12/2012,"2,642","8,772",9/22/2012,"6,132",5/2/2013,"2,662","9,288",5/18/2013,"6,726",10/8/2013,"2,674","8,868",10/12/2013,"6,825",5/20/2014,"2,510","8,668",6/7/2014,"4,657",9/11/2014,"2,888","8,781",9/27/2014,"4,539",5/6/2015,"2,640","8,479",5/9/2015,"5,501",9/16/2015,3047,8648,9/26/2015,6037,05/11/16,"2,868","9,190",06/04/16,"5,285",09/27/16,"2,905","8,768",09/17/16,"6,429",05/09/17,"2,920","8,534",06/03/17,"6,133",09/07/17,"2,776","8,450",09/09/17,"6,170"
POINT (-73.84534157919526 40.720365744814806),74,74,Queens,Austin Street,71st Ave,70th Road,Y,5/10/2007,622,4356,5/12/2007,2227,9/26/2007,514,3127,10/6/2007,2891,4/29/2008,1585,4355,5/3/2008,2433,9/16/2008,705,4216,9/27/2008,2469,5/7/2009,729,4351,5/30/2009,2420,9/15/2009,728,4407,9/26/2009,2891,5/13/2010,657,4232,5/15/2010,2388,10/7/2010,799,4039,9/25/2010,3631,5/12/2011,657,3971,5/14/2011,4326,9/20/2011,768,4435,9/10/2011,3200,5/2/2012,940,2985,5/5/2012,3954,9/11/2012,834,"4,530",9/11/2012,"4,376",5/1/2013,995,"5,334",5/4/2013,"5,522",10/3/2013,"1,166","5,008",11/9/2013,"4,238",5/14/2014,787,"4,128",5/10/2014,"3,621",9/11/2014,840,"4,566",9/13/2014,"3,357",5/14/2015,"1,037","5,267",5/9/2015,"4,120",9/9/2015,669,3653,9/26/2015,3956,05/10/16,871,"5,007",05/21/16,"3,938",09/20/16,902,"3,818",09/10/16,"3,199",05/03/17,787,"5,835",06/03/17,"4,623",09/07/17,866,"4,765",09/16/17,"2,387"
POINT (-73.77114917957029 40.76393342115401),75,75,Queens,Bell Boulevard,40th Avenue,41st Avenue,N,5/10/2007,549,1578,5/19/2007,968,9/27/2007,597,1802,10/6/2007,1209,5/6/2008,469,1292,5/10/2008,1282,9/18/2008,513,1217,9/27/2008,1160,5/7/2009,481,1656,5/30/2009,785,9/15/2009,426,1506,9/26/2009,855,5/13/2010,553,1958,5/15/2010,1095,10/7/2010,650,1739,10/2/2010,800,5/18/2011,617,2106,5/7/2011,1562,9/20/2011,503,1836,9/24/2011,1020,5/24/2012,552,775,5/5/2012,1241,9/13/2012,576,"1,699",9/22/2012,"1,265",5/1/2013,496,"1,807",5/4/2013,"1,226",9/24/2013,497,"1,472",9/28/2013,"1,575",5/14/2014,754,"1,880",5/3/2014,"1,874",10/1/2014,815,"2,136",9/13/2014,950,5/27/2015,853,"1,644",5/30/2015,"1,962",9/9/2015,781,2092,9/26/2015,1162,05/11/16,"1,002","2,149",06/04/16,"1,973",09/20/16,879,"2,479",09/24/16,756,05/03/17,637,"1,484",06/03/17,"1,573",09/13/17,632,"1,788",09/23/17,"1,369"
POINT (-73.89530306861195 40.70287665998949),76,76,Queens,Fresh Pond Road,Cypress Hills Street,70th Avenue,N,5/9/2007,467,954,5/12/2007,649,9/27/2007,541,965,10/6/2007,565,5/1/2008,413,980,5/3/2008,414,9/16/2008,530,1028,9/27/2008,463,5/7/2009,511,827,5/30/2009,447,9/15/2009,484,875,9/26/2009,514,5/5/2010,429,919,5/8/2010,636,9/8/2010,509,911,9/18/2010,590,5/10/2011,444,1007,4/30/2011,644,9/7/2011,286,755,9/17/2011,747,6/5/2012,455,197,6/9/2012,1241,9/11/2012,482,799,9/15/2012,603,5/1/2013,426,918,5/4/2013,607,10/3/2013,442,"1,008",10/5/2013,555,5/13/2014,349,787,5/10/2014,380,9/4/2014,535,805,9/6/2014,531,5/21/2015,302,"1,017",5/30/2015,425,9/16/2015,662,975,9/26/2015,643,05/11/16,515,661,05/21/16,385,09/21/16,531,668,09/24/16,346,05/02/17,499,559,06/03/17,391,09/07/17,371,491,09/16/17,376
POINT (-73.79247827489311 40.710919663093634),77,77,Queens,Hillside Avenue,169th Street,170th Street,Y,5/17/2007,1693,3280,5/19/2007,2006,9/27/2007,1429,2988,10/6/2007,2165,5/7/2008,836,3442,5/10/2008,1693,9/23/2008,923,3784,9/27/2008,1553,5/7/2009,799,3564,5/30/2009,1854,9/15/2009,826,3811,9/26/2009,2184,5/13/2010,889,3747,5/15/2010,2154,9/15/2010,977,3997,9/25/2010,1710,5/12/2011,991,3977,5/7/2011,2348,9/21/2011,1069,3531,9/24/2011,1453,5/10/2012,902,1904,5/12/2012,2388,9/11/2012,"1,063","3,427",9/15/2012,"1,615",5/16/2013,"1,211","2,973",5/18/2013,"1,509",9/25/2013,930,"3,392",9/21/2013,"1,943",5/15/2014,"1,314","4,635",5/3/2014,"1,970",10/2/2014,668,"3,240",9/20/2014,"1,791",5/6/2015,824,"3,709",5/30/2015,"1,899",9/9/2015,982,4146,9/26/2015,1805,05/11/16,988,"3,577",06/04/16,"1,712",09/15/16,959,"3,719",09/24/16,"1,668",05/04/17,824,"3,545",06/03/17,"2,480",09/12/17,"1,131","1,691",09/09/17,"1,146"
POINT (-73.93947115150922 40.7481712907096),78,78,Queens,Jackson Avenue,Queens Street,42nd Road,N,5/17/2007,354,425,5/19/2007,108,9/27/2007,411,408,10/6/2007,62,5/7/2008,380,509,5/3/2008,112,9/18/2008,348,382,9/20/2008,69,5/19/2009,451,360,5/30/2009,79,9/15/2009,242,424,9/26/2009,288,5/4/2010,294,319,5/1/2010,238,9/8/2010,326,406,9/25/2010,213,5/19/2011,401,463,5/7/2011,159,9/14/2011,403,482,9/24/2011,157,5/10/2012,669,463,5/19/2012,222,9/13/2012,631,535,9/22/2012,198,5/14/2013,647,632,6/1/2013,300,9/24/2013,694,960,9/28/2013,296,5/14/2014,668,897,5/3/2014,284,9/11/2014,660,600,9/27/2014,129,5/6/2015,338,614,5/30/2015,234,9/16/2015,520,1081,9/26/2015,264,05/10/16,526,"1,056",06/04/16,742,09/21/16,723,"1,211",09/24/16,326,05/10/17,707,999,06/03/17,758,09/12/17,818,959,09/16/17,522
POINT (-73.80593752065842 40.70182238071842),79,79,Queens,Jamaica Avenue,148th Street,149th Street,N,5/17/2007,813,3336,5/19/2007,2133,9/27/2007,639,3384,10/6/2007,2246,4/29/2008,621,3020,5/10/2008,2458,9/11/2008,735,2789,9/6/2008,1896,5/19/2009,747,3443,5/30/2009,2598,9/16/2009,698,3324,9/26/2009,1861,5/12/2010,651,2492,5/22/2010,2498,9/16/2010,821,1942,9/11/2010,2261,5/12/2011,789,2601,5/14/2011,2769,9/8/2011,602,3152,9/10/2011,2373,5/10/2012,708,2150,5/12/2012,2175,9/11/2012,723,"2,766",9/22/2012,"2,423",5/14/2013,751,"3,245",5/18/2013,"2,297",10/1/2013,817,"2,821",9/28/2013,"2,063",5/15/2014,782,"2,766",5/3/2014,"2,096",9/11/2014,530,"2,948",9/20/2014,"1,807",5/13/2015,896,"3,321",5/16/2015,"2,400",9/9/2015,769,2291,9/26/2015,2036,05/11/16,896,"3,171",06/04/16,"2,131",09/08/16,996,"3,328",09/10/16,"1,687",05/10/17,825,"3,599",06/03/17,"1,562",09/06/17,"1,625","3,046",09/23/17,"2,379"
POINT (-73.79726496612192 40.7045055504436),80,80,Queens,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,Y,5/17/2007,1390,11407,5/19/2007,5326,9/27/2007,1636,12671,10/6/2007,5988,4/29/2008,949,8011,5/10/2008,7008,9/11/2008,1259,9860,9/6/2008,4666,5/19/2009,1286,9724,5/9/2009,4969,9/16/2009,1149,10148,9/26/2009,5407,5/12/2010,1149,7372,5/22/2010,8770,9/16/2010,1350,7149,9/11/2010,6271,5/19/2011,1495,11961,5/7/2011,7961,9/8/2011,1363,13426,9/10/2011,9834,5/3/2012,1566,7315,5/12/2012,8328,9/11/2012,"1,414","9,346",9/15/2012,"7,293",5/14/2013,"1,521","8,935",5/18/2013,"5,882",9/24/2013,"1,430","7,896",9/21/2013,"7,105",5/15/2014,"1,359","10,063",5/3/2014,"7,273",10/2/2014,"1,465","10,097",9/20/2014,"7,681",5/13/2015,"1,215","6,715",5/16/2015,"4,764",9/9/2015,1697,8924,9/26/2015,4798,05/05/16,"1,280","6,167",06/04/16,"5,079",09/15/16,"1,326","6,383",10/01/16,"4,747",05/10/17,"1,413","9,075",06/03/17,"5,155",09/06/17,"1,228","10,284",09/16/17,"7,037"
POINT (-73.85779008961042 40.69259632475856),81,81,Queens,Jamaica Avenue,86th Street,87th Street,N,5/10/2007,790,2313,5/12/2007,1864,9/27/2007,894,2188,10/6/2007,1597,4/29/2008,644,2007,5/10/2008,1531,9/24/2008,776,2158,9/27/2008,1746,5/19/2009,758,1892,5/9/2009,1710,9/16/2009,678,1987,9/26/2009,1478,5/5/2010,784,2486,5/8/2010,1634,9/14/2010,842,2367,9/25/2010,1397,5/12/2011,788,1758,5/14/2011,1952,9/14/2011,1095,2465,9/10/2011,1537,6/6/2012,704,1157,6/9/2012,1320,9/13/2012,912,"1,925",9/22/2012,"1,295",5/1/2013,867,"2,065",5/4/2013,"1,690",10/2/2013,835,"1,902",10/5/2013,"1,643",5/14/2014,"1,005","1,914",5/17/2014,"1,652",9/16/2014,"1,036","1,874",9/13/2014,"1,224",5/13/2015,"1,159","2,138",5/16/2015,"1,616",9/9/2015,1352,2203,9/26/2015,1312,05/11/16,"1,005","1,845",06/04/16,"1,425",09/08/16,"1,234","1,685",09/24/16,"1,420",05/10/17,"1,190","1,616",06/03/17,"1,585",09/12/17,887,"1,287",09/16/17,"1,524"
POINT (-73.8309343552709 40.76118578331913),82,82,Queens,Main Street,37th Avenue,38th Avenue,Y,5/10/2007,1805,6685,5/12/2007,8266,9/27/2007,1560,5818,10/6/2007,7615,4/30/2008,1444,5548,5/3/2008,8784,9/10/2008,1316,4706,9/13/2008,9169,5/21/2009,1563,5406,5/9/2009,5867,9/16/2009,2008,7670,9/26/2009,6584,5/6/2010,1558,6559,5/15/2010,7886,9/8/2010,1942,7235,9/18/2010,6510,5/18/2011,1644,8323,4/30/2011,7368,9/15/2011,2031,6043,9/17/2011,6721,5/23/2012,2450,5932,5/12/2012,4723,9/11/2012,"2,581","7,948",9/15/2012,"8,447",5/14/2013,"2,266","8,751",5/18/2013,"8,554",9/24/2013,"2,169","7,998",9/28/2013,"7,097",5/29/2014,"2,068","8,045",5/3/2014,"6,733",9/16/2014,"2,291","8,105",10/11/2014,"4,731",6/2/2015,"2,333","8,040",5/9/2015,"5,555",9/10/2015,1977,8652,9/26/2015,5557,05/12/16,"2,005","7,775",06/04/16,"6,579",09/22/16,"2,524","8,379",09/24/16,"6,689",05/10/17,"2,782","8,993",05/06/17,"8,675",09/12/17,"3,807","11,109",09/16/17,"7,963"
POINT (-73.78539020907581 40.69769336243355),83,83,Queens,Merrick Boulevard,108th Drive,169th Place,N,5/17/2007,63,149,5/19/2007,57,10/2/2007,70,108,10/6/2007,80,5/7/2008,98,207,5/10/2008,76,9/23/2008,54,87,9/27/2008,94,5/19/2009,26,105,5/9/2009,63,9/16/2009,32,132,9/26/2009,75,5/13/2010,62,149,5/15/2010,86,9/15/2010,163,310,9/25/2010,79,5/5/2011,163,335,5/7/2011,305,9/22/2011,189,368,9/24/2011,189,6/6/2012,87,132,6/9/2012,119,9/11/2012,83,139,9/15/2012,130,5/2/2013,162,220,6/1/2013,178,9/24/2013,112,387,9/28/2013,166,5/15/2014,89,232,6/7/2014,134,9/4/2014,150,267,9/13/2014,176,5/6/2015,90,202,5/30/2015,76,9/9/2015,84,165,9/26/2015,89,05/12/16,68,231,06/04/16,95,09/22/16,93,177,10/01/16,105,05/10/17,74,195,06/03/17,44,09/12/17,97,171,09/09/17,115
POINT (-73.75250126721374 40.60402338526253),84,84,Queens,Mott Avenue,Smith Place,Central Avenue,N,5/17/2007,927,2468,5/19/2007,1985,10/2/2007,661,2785,10/6/2007,2132,4/29/2008,1362,2309,5/3/2008,1208,9/11/2008,891,2311,9/13/2008,1734,5/19/2009,735,1958,5/9/2009,1850,9/16/2009,892,1952,10/10/2009,2222,5/4/2010,727,1796,5/1/2010,2056,9/16/2010,868,1543,9/18/2010,1736,5/25/2011,820,1836,5/21/2011,2116,9/14/2011,1131,3664,9/17/2011,1430,5/23/2012,692,1338,5/12/2012,2454,9/11/2012,850,"2,119",9/15/2012,"1,983",5/2/2013,658,"2,003",5/18/2013,"2,007",9/18/2013,728,"1,629",9/21/2013,"1,618",5/13/2014,"1,451","3,319",5/3/2014,"2,154",9/4/2014,"1,017","2,827",9/6/2014,"2,025",5/6/2015,"1,084","2,030",5/9/2015,"1,150",9/9/2015,730,1659,9/26/2015,1574,05/11/16,729,"1,581",06/04/16,"1,554",09/21/16,942,"1,791",10/01/16,"1,580",05/09/17,851,"2,248",05/06/17,"1,745",09/12/17,813,"1,644",09/16/17,"1,614"
POINT (-73.91018834116497 40.69967093544047),85,85,Queens,Myrtle Avenue,Palmetto Street,Woodbine Street,Y,5/10/2007,1245,5324,5/19/2007,5741,10/2/2007,1342,5867,10/6/2007,5109,5/6/2008,1358,6221,5/3/2008,3214,9/25/2008,1468,4978,9/20/2008,3577,5/19/2009,1316,5135,5/9/2009,3101,9/16/2009,1128,5053,10/10/2009,3619,5/5/2010,1238,4634,5/8/2010,3218,9/14/2010,1541,5641,9/25/2010,2977,5/12/2011,1296,5433,4/30/2011,3383,9/8/2011,1349,5349,9/24/2011,3560,5/30/2012,1397,3596,6/9/2012,3082,9/11/2012,"1,378","4,588",9/15/2012,"3,706",5/7/2013,"1,389","4,999",6/1/2013,"3,702",10/3/2013,"1,487","4,681",10/5/2013,"3,449",5/14/2014,"1,322","4,948",5/10/2014,"3,167",9/4/2014,"1,572","4,351",9/6/2014,"3,291",5/19/2015,"1,481","3,756",5/16/2015,"2,562",9/16/2015,1328,2141,9/26/2015,2505,05/11/16,"1,346","4,035",06/04/16,"2,505",09/14/16,"1,350","4,110",10/01/16,"2,605",05/04/17,"1,458","4,242",05/20/17,"2,709",09/13/17,"1,271","3,736",09/16/17,"2,391"
POINT (-73.90192709081789 40.70048761323583),86,86,Queens,Myrtle Avenue,Weirfield Street,Centre Street,N,5/9/2007,426,3161,5/12/2007,3816,10/2/2007,308,2797,10/6/2007,5540,4/30/2008,366,2892,5/3/2008,2139,9/18/2008,354,2980,9/20/2008,2517,5/19/2009,393,2719,5/9/2009,2404,9/16/2009,393,3305,10/10/2009,2032,5/5/2010,586,3877,5/8/2010,3738,9/14/2010,389,3363,10/2/2010,2345,5/19/2011,330,3107,5/14/2011,2470,9/8/2011,407,2949,10/1/2011,2507,6/7/2012,499,1704,6/9/2012,2747,9/11/2012,438,"2,654",9/15/2012,"3,476",5/14/2013,406,"3,181",6/1/2013,"2,886",10/3/2013,414,"2,953",10/5/2013,"3,020",5/14/2014,454,"3,287",5/10/2014,"3,050",9/4/2014,522,"2,789",9/6/2014,"2,535",5/20/2015,"1,139","2,415",5/30/2015,"2,466",9/10/2015,1046,1948,9/26/2015,2672,05/11/16,868,"2,668",06/04/16,"1,297",09/14/16,934,"2,761",09/10/16,"1,470",05/10/17,936,"2,820",05/20/17,"2,164",09/13/17,880,"2,624",09/16/17,"1,311"
POINT (-73.80439743099372 40.762470702174795),87,87,Queens,Northern Boulevard,50' East of 161st Street,,N,5/16/2007,302,706,5/19/2007,596,10/2/2007,306,912,10/6/2007,545,5/8/2008,174,556,5/10/2008,456,9/10/2008,254,540,9/13/2008,440,5/19/2009,104,511,5/9/2009,304,9/16/2009,114,672,10/10/2009,421,5/6/2010,258,692,5/15/2010,614,9/8/2010,234,816,10/2/2010,462,5/18/2011,314,1145,4/30/2011,628,9/15/2011,388,860,10/1/2011,756,5/31/2012,203,522,5/19/2012,116,9/11/2012,236,567,9/15/2012,327,5/1/2013,280,888,5/4/2013,609,9/24/2013,299,"1,030",9/28/2013,571,5/8/2014,243,947,5/10/2014,562,9/11/2014,307,965,9/6/2014,415,5/6/2015,306,946,5/30/2015,640,9/9/2015,301,1020,9/26/2015,732,05/05/16,274,"1,145",06/04/16,850,09/14/16,357,725,10/01/16,594,05/10/17,288,"1,330",05/20/17,721,09/12/17,283,"1,245",09/16/17,659
POINT (-73.83274555228842 40.76053254069108),88,88,Queens,Prince Street,37th Avenue,38th Avenue,N,5/16/2007,368,1048,5/19/2007,1051,10/2/2007,339,1011,10/6/2007,1102,5/8/2008,358,995,5/10/2008,643,9/10/2008,296,1060,9/13/2008,1361,5/19/2009,208,1007,5/9/2009,856,9/16/2009,256,1169,10/10/2009,1164,5/6/2010,278,913,5/15/2010,1222,9/8/2010,316,831,10/2/2010,1065,5/18/2011,252,1130,4/30/2011,1319,9/15/2011,255,835,10/1/2011,1419,5/22/2012,242,760,5/19/2012,1208,9/11/2012,312,"1,058",9/15/2012,"1,630",5/7/2013,293,"1,210",5/18/2013,"1,442",9/25/2013,296,"1,256",9/28/2013,"1,435",5/29/2014,271,"1,360",5/3/2014,"1,509",9/11/2014,372,"1,630",10/11/2014,"1,277",5/6/2015,459,"2,163",5/9/2015,"1,694",9/9/2015,376,1506,9/26/2015,1676,05/11/16,330,"1,881",06/04/16,"1,610",09/08/16,358,"1,985",10/01/16,"2,005",05/10/17,349,"1,899",05/06/17,"1,753",09/07/17,347,"2,299",09/16/17,"1,754"
